seqnames	start	end	FDR	V12
chr2R	12219159	12219529	1.08e-06	396.410745138709
chr3R	6065086	6065623	1.44e-06	388.109995153132
chr3R	13117368	13117827	1.73e-06	382.815930629243
chr3L	18945922	18946260	1.82e-06	381.352602378004
chr2L	6187521	6187702	1.83e-06	381.194498416297
chrX	14541354	14541945	1.88e-06	380.416718148425
chr3R	26428481	26428969	1.97e-06	379.06745879285
chrX	17997227	17997531	1.97e-06	379.06745879285
chr3L	5474380	5474771	2.01e-06	378.487461358399
chr2R	21785723	21786264	2.12e-06	376.950086090714
chr3L	19992093	19992375	2.23e-06	375.490497183572
chr3R	3586822	3587193	2.38e-06	373.612139915819
chr2R	12971708	12972056	2.55e-06	371.621426444801
chr3L	1357817	1358176	2.82e-06	368.717468134002
chr3L	16090637	16090932	3.18e-06	365.250836076291
chrX	11368350	11368478	5.44e-06	349.759238356971
chr3R	15889034	15889270	6.12e-06	346.360738328125
chr2L	14497627	14498141	6.82e-06	343.235936601495
chr2L	6217515	6217797	7.67e-06	339.846839831919
chr3L	20053844	20054171	8.84e-06	335.750443994149
chr3R	20287440	20287542	8.84e-06	335.750443994149
chr2R	10452049	10452437	9.2e-06	334.59869416309
chr3R	7887327	7887533	1.13e-05	328.666354035927
chr2L	1018252	1018573	1.25e-05	325.754247590989
chr2R	19773304	19773929	1.25e-05	325.754247590989
chr2L	4860683	4861063	1.26e-05	325.524334814232
chr3R	13265866	13266125	1.5e-05	320.493559474313
chr3R	6369131	6369338	1.9e-05	313.672821117612
chr3R	26541887	26542071	2.28e-05	308.412133000936
chrX	11019456	11019875	2.33e-05	307.786210391145
chr3L	2873328	2873544	2.48e-05	305.986007076493
chr3R	18216319	18216420	2.77e-05	302.795089963247
chr2R	10886998	10887261	2.96e-05	300.880865971652
chr2R	7939506	7939843	2.99e-05	300.589899800269
chr2R	24138221	24138294	3.02e-05	300.301838497729
chr3L	21202429	21202658	3.07e-05	299.828036376827
chr2L	14973621	14973776	3.15e-05	299.085772916485
chr2R	9759726	9760054	3.46e-05	296.377368731496
chr2L	260677	260867	4.09e-05	291.550792625396
chr2L	3972110	3972553	4.17e-05	290.991861815337
chr2L	4459568	4459665	4.18e-05	290.922750642613
chr3L	5870150	5870496	4.18e-05	290.922750642613
chr3R	31340450	31340716	4.7e-05	287.539594352931
chr2R	7691449	7691739	4.78e-05	287.052597124616
chr2R	14145890	14146229	4.84e-05	286.692668538739
chr4	89767	90126	5.17e-05	284.789523877932
chrX	17964138	17964252	5.68e-05	282.074990894137
chr3R	29405392	29405668	5.69e-05	282.024236438099
chr2R	8156238	8156421	5.74e-05	281.771794750717
chr3L	5366390	5366530	6.02e-05	280.397539749037
chr3R	10109869	10110028	6.06e-05	280.206453614772
chr3L	4259386	4259484	6.07e-05	280.158879159117
chr2R	5811987	5812185	6.37e-05	278.766942039105
chr3L	948231	948604	6.82e-05	276.797374703747
chr2L	16438406	16438773	7.32e-05	274.75593651855
chr2R	10002437	10002696	7.45e-05	274.24800097724
chrX	1890612	1890855	7.73e-05	273.183441205734
chr2L	11987655	11987845	8.22e-05	271.410041610597
chr3R	17079876	17080001	8.32e-05	271.061138921409
chr2R	23970263	23970380	8.53e-05	270.341894657865
chr3R	12900815	12901050	9.41e-05	267.50891502966
chr3R	24817661	24817833	0.000107	263.802031658461
chrX	19713091	19713333	0.000112	262.484272945331
chr3R	23078765	23078925	0.000129	258.406826278018
chr3R	31254869	31254985	0.000136	256.882114561477
chr3L	5176249	5176422	0.000136	256.882114561477
chr2R	25033106	25033345	0.000138	256.46088225092
chr2L	12153543	12153729	0.000145	255.033189586185
chr2R	16338937	16339150	0.000154	253.295640572585
chr2L	5326246	5326318	0.000159	252.373712280796
chr2L	16276858	16277043	0.000164	251.480331294122
chr2L	21701053	21701192	0.000183	248.317374620803
chr2L	10856301	10856432	0.000195	246.484765111491
chr3L	199765	199870	0.000196	246.337174504179
chr3R	27536862	27537008	0.000214	243.802031658461
chr2R	17197420	17197737	0.000236	240.978510399247
chr3L	15188379	15188824	0.000242	240.254106640992
chr3L	8308876	8309053	0.000246	239.781081279699
chr3L	11449669	11449788	0.000246	239.781081279699
chr3R	24333580	24333703	0.000255	238.744302649306
chr3L	14900641	14900933	0.000264	237.743488999314
chr3R	10872641	10872767	0.000268	237.309587577328
chr3L	7476858	7477069	0.000286	235.433944650916
chr3L	15841315	15841586	0.000298	234.24800097724
chr2R	10596469	10596748	0.000299	234.151337902521
chrX	9192877	9192949	0.000301	233.958977851289
chr2L	18564616	18564825	0.000312	232.923327009239
chrX	10595811	10595917	0.000331	231.217623250339
chr2R	18463138	18463333	0.000343	230.190076063027
chr3L	8264600	8264733	0.000348	229.772501469509
chr3R	18090322	18090528	0.000356	229.116702767156
chrX	12954337	12954484	0.000356	229.116702767156
chr3R	23368015	23368179	0.000457	221.910364285322
chr3L	8880373	8880595	0.000512	218.631371386483
chr3R	7615226	7615450	0.000515	218.462798945072
chr2L	18061720	18061940	0.000524	217.962911355734
chr2L	13766699	13766941	0.000538	217.202124135351
chr3R	31771540	31771656	0.000541	217.041675709947
chr2L	14772006	14772192	0.000553	216.408657981789
chr3L	14980151	14980389	0.000565	215.789230240432
chr3R	29662504	29662733	0.000582	214.933864528318
chr3L	4711898	4712041	0.000611	213.530799990109
chr2R	4823506	4823962	0.000645	211.968264380271
chr3L	17662629	17663090	0.000726	208.554856626568
chr3L	3071369	3071463	0.000798	205.826472662037
chr2R	7671217	7671374	0.000847	204.10700819984
chr2L	13535394	13535661	0.000966	200.313783809768
chr2R	17707894	17708094	0.000999	199.344554030635
chr2R	23895024	23895105	0.00107	197.363469760713
chr3R	27738576	27738798	0.00108	197.095059445467
chrX	18270675	18270836	0.00114	195.535009205441
chr3L	7414824	7415139	0.00117	194.785515097068
chr3R	26772679	26772800	0.00122	193.578062737479
chrX	7376152	7376257	0.00123	193.342519381951
chrX	8974883	8975114	0.00135	190.65649754772
chr3R	13594817	13594960	0.00139	189.813988034266
chr3L	3500056	3500194	0.00143	188.995382753168
chrX	19190025	19190221	0.0015	187.616435678819
chr3L	15214477	15214736	0.0016	185.754247590989
chrX	15961955	15962297	0.00165	184.86636520382
chr2R	19425504	19425643	0.00169	184.175220763093
chr3L	9742701	9742834	0.00171	183.835759191018
chr3R	17976813	17976936	0.00174	183.333939571762
chr3R	26315046	26315226	0.00181	182.195891747072
chr2L	5022730	5022893	0.00243	173.696559416621
chr3R	8001273	8001385	0.00315	166.208649120991
chr3L	18116997	18117220	0.00333	164.605242147311
chr3L	1579506	1579734	0.00352	163.00417711599
chr2L	16200787	16201046	0.00363	162.116294728821
chrX	12807764	12807893	0.00493	153.283932761178
chr3R	24338684	24338891	0.00514	152.080318504859
chr3L	6955425	6955575	0.00661	144.822680258582
chr3R	27930318	27930482	0.00783	139.935439542915
chr2R	18799241	18799413	0.0103	132.024237047325
chr2L	11725910	11726330	0.011	130.127053320496
chr3R	19597642	19597926	0.0114	129.096447307694
chr2R	9922543	9922675	0.0122	127.139500839731
chr3R	29360016	29360188	0.0157	119.861832613156
chr2R	11128922	11129032	0.0189	114.509399106568
chr3R	25624927	25625161	0.0215	110.7903905992
chr2R	19205206	19205295	0.0225	109.478623766648
chr3R	4324467	4324597	0.045	89.4786237666482
chr2L	10055109	10055346	0.0593	81.5164817000689
chr2L	5957075	5957503	0.071	76.3207433031481
chrX	14275877	14276024	0.0719	75.957288382203
chr2R	12279270	12280033	1.75e-10	648.23852053632
chr2L	1388082	1388641	1.92e-10	645.563492758544
chr3L	3122698	3123669	2.03e-10	643.956024429263
chr3L	22782237	22783372	2.07e-10	643.39300362298
chr3L	10852834	10853522	3.5e-10	628.23852053632
chr2L	13415009	13415526	3.74e-10	626.324853575214
chr3L	4185230	4185698	4.39e-10	621.70120018226
chr2R	20006802	20007537	5.04e-10	617.717144302969
chr3L	20247699	20248483	6.53e-10	610.243959142038
chr2R	21566106	21566956	8.1e-10	604.027180817527
chr3R	19730970	19731577	8.98e-10	601.051310078144
chrX	18051896	18052592	2.86e-09	567.626754139652
chr3R	27371530	27372429	5.31e-09	549.772819859137
chr2R	21734738	21735261	7.94e-09	538.164276932361
chr2R	10666947	10667538	1.58e-08	518.31000401393
chr3L	1177966	1178857	4.93e-08	485.476742249914
chr3R	21940795	21941397	7.3e-08	474.150565902125
chr3R	8767993	8768431	8.05e-08	471.328719517433
chr4	1305906	1306101	1.44e-07	454.548557050879
chr2L	4297125	4297446	1.87e-07	447.009167881972
chr3L	20902382	20902942	2.5e-07	438.631371386483
chr3R	28402793	28403279	3.22e-07	431.328719517433
chr2R	15072351	15073082	5.01e-07	418.573721215821
chr2R	18355553	18355918	6.27e-07	412.100624423684
chr2L	12910020	12910702	7.11e-07	408.472942087337
chr2R	20451170	20451741	8.14e-07	404.5693573944
chr3R	16507450	16508285	9.61e-07	399.77920466425
chr3L	5078973	5079426	9.97e-07	398.718063191761
chr2L	9398849	9399358	1.09e-06	396.144808686439
chr2L	20507699	20508175	1.11e-06	395.620177854976
chr2R	24706624	24707146	1.33e-06	390.402846471954
chr2R	16389482	16389748	1.37e-06	389.547853522767
chr2R	24646828	24647128	1.37e-06	389.547853522767
chr3R	31772419	31772720	1.7e-06	383.320676459224
chr2L	1884896	1885128	1.81e-06	381.511577440314
chrX	12231343	12232043	1.83e-06	381.194498416297
chr3R	22325925	22326149	1.84e-06	381.037256060838
chrX	12567615	12567780	2.44e-06	372.89374843072
chr3L	10298979	10299594	2.76e-06	369.338006046415
chrX	8207329	8207701	2.78e-06	369.129673727508
chrX	12418872	12419555	2.98e-06	367.125124772735
chrX	21565638	21566136	4.48e-06	355.361396740826
chrX	5229936	5230471	5.07e-06	351.791656441911
chr3R	30467104	30467334	5.53e-06	349.285781777284
chr3R	18199792	18199893	6.28e-06	345.616080204145
chr3R	27253670	27253960	6.37e-06	345.205503936852
chr3R	28236432	28236768	7.09e-06	342.115658837188
chr2R	9666112	9666507	7.58e-06	340.187414418556
chr3R	6741624	6741837	7.78e-06	339.435968282254
chr2L	9738108	9738366	8.53e-06	336.780456555612
chr3R	5361895	5362236	9.4e-06	333.978156250678
chr2R	7971474	7971831	1.04e-05	331.061138921409
chr3L	13700974	13701343	1.09e-05	329.706246788692
chr2R	24882153	24882276	1.15e-05	328.160132265343
chrX	3722516	3722722	1.16e-05	327.910313381679
chrX	8381941	8382268	1.63e-05	318.095370199609
chr2R	17789358	17789469	1.66e-05	317.569144657292
chr3R	27377509	27377791	1.84e-05	314.59869416309
chrX	2619412	2619554	2.93e-05	301.174796195786
chrX	2895715	2895991	2.98e-05	300.686562874987
chr2L	15143701	15144025	2.99e-05	300.589899800269
chr3L	8211142	8211393	3.01e-05	300.397539749037
chr2L	2779488	2779890	3.12e-05	299.361888906986
chr3L	19509854	19510435	3.18e-05	298.812274178544
chr3R	18834169	18834528	3.43e-05	296.628637960774
chr3R	5474829	5474960	3.47e-05	296.294096232665
chr3L	7125256	7125383	3.51e-05	295.96338887814
chr3R	13030612	13030735	3.52e-05	295.881300911485
chr2R	13097129	13097477	3.7e-05	294.442304073904
chr3R	31771738	31771886	3.82e-05	293.521356723516
chr3L	12223288	12223627	4e-05	292.192809488736
chr3R	22411678	22412013	4.01e-05	292.120764755132
chrX	3128213	3128437	4.95e-05	286.044238984891
chr2L	19240589	19240888	5.01e-05	285.696597420327
chrX	20972709	20972928	5.04e-05	285.524334814232
chr2L	3992453	3992692	5.81e-05	281.42204621614
chr2R	19560072	19560356	6.19e-05	279.594021299945
chrX	9529792	9530080	7.43e-05	274.325565273459
chr2L	17224674	17225014	7.45e-05	274.24800097724
chr3R	28233081	28233256	7.61e-05	273.63488041416
chr2L	8975548	8975850	7.66e-05	273.445921645732
chr2R	23878772	23879055	7.98e-05	272.265034559784
chr3L	5278209	5278345	8.1e-05	271.834371328791
chr3L	11825674	11825791	8.38e-05	270.853804610244
chrX	5899669	5899760	8.6e-05	270.106076292442
chr3R	5916508	5916854	9.78e-05	266.396120185186
chr2L	9327124	9327359	0.000107	263.802031658461
chr3R	26081032	26081625	0.000109	263.267684890945
chrX	10453955	10454139	0.000113	262.22779213818
chr2L	9560994	9561301	0.000122	260.016624635226
chr2L	2931667	2931824	0.000123	259.781081279699
chrX	13794283	13794474	0.000123	259.781081279699
chr3R	22905932	22906429	0.000134	257.309587577328
chr2L	9090051	9090216	0.000134	257.309587577328
chr4	680588	680805	0.000137	256.670729727273
chr3R	21842008	21842157	0.000137	256.670729727273
chr3R	13329280	13329556	0.000142	255.63642899639
chr3L	9248928	9249313	0.000158	252.555756422941
chr3L	19599014	19599170	0.000168	250.785022930908
chr2L	11764767	11765028	0.000186	247.848195164323
chr3R	11742014	11742119	0.000194	246.633114542741
chr3R	5315073	5315396	0.000196	246.337174504179
chr3R	13589596	13589954	0.000201	245.610337562905
chr3R	5564281	5564441	0.000204	245.182864547054
chr2L	18119923	18120066	0.00021	244.346461033161
chr3R	17080139	17080328	0.00022	243.00417711599
chr3R	11524036	11524157	0.000227	242.100401640665
chrX	12105532	12105840	0.000231	241.596390558162
chr3R	5856532	5856627	0.000232	241.471751483932
chrX	4716556	4716770	0.000249	239.431332745122
chr3L	181181	181308	0.000277	236.3565280655
chr2L	10204028	10204119	0.000278	236.252549932013
chr3R	19096327	19096416	0.000295	234.539948501499
chr2L	17202372	17202618	0.000302	233.863276599982
chr2L	20974090	20974346	0.000307	233.38947447908
chrX	3719310	3719417	0.000312	232.923327009239
chrX	14571295	14571665	0.000337	230.699275762846
chr3R	14958782	14959085	0.00034	230.443552663729
chr3R	17485777	17485973	0.000345	230.022320353173
chrX	8905161	8905451	0.000351	229.524826980392
chrX	6914295	6914596	0.000357	229.035766105902
chr3R	7575235	7575489	0.000382	227.082794825769
chrX	16308359	16308616	0.000397	225.971467443624
chr2L	5020754	5020985	0.000397	225.971467443624
chr3R	11869981	11870069	0.000417	224.55329991759
chr3R	12908769	12909238	0.000425	224.004990765982
chrX	14775521	14775799	0.000443	222.808113615383
chr3R	9040140	9040486	0.000464	221.471751483932
chr2R	9998265	9998529	0.00047	221.101032455183
chr3R	30004867	30005038	0.000472	220.978510399247
chr2L	18279024	18279259	0.000482	220.373584661884
chr3R	11642383	11642694	0.000487	220.075812144837
chrX	15534365	15534616	0.000496	219.547445178746
chr3R	12521889	12522194	0.000568	215.63642899639
chr2L	14510585	14510747	0.00058	215.033189586185
chr3R	15596838	15596972	0.000589	214.588894909874
chr3R	9986917	9987086	0.000655	211.524349457987
chr2R	5703358	5703487	0.000681	210.401151626242
chrX	11371111	11371192	0.000686	210.190076063027
chr2R	10752641	10752782	0.000745	207.809439079493
chr2L	18695954	18696037	0.000795	205.935150383049
chrX	8315670	8315832	0.000842	204.277842925156
chr3L	18961690	18961902	0.000846	204.141094324084
chr2L	13434035	13434172	0.000909	202.068641702601
chrX	5389620	5389770	0.000993	199.518373235916
chr3R	27272414	27272557	0.000998	199.373451279738
chrX	3319067	3319344	0.00101	199.0285798337
chr2L	83838	84019	0.00104	198.184015125914
chr2L	1128905	1129054	0.00109	196.829122993198
chr2R	15186664	15186800	0.00124	193.108883280999
chr2R	7463431	7463559	0.00128	192.192809488736
chr3L	9745035	9745197	0.00128	192.192809488736
chr2L	20104977	20105164	0.00134	190.871025679581
chr3R	9507192	9507305	0.00138	190.022320353173
chrX	8318609	8318838	0.00139	189.813988034266
chr2L	13900845	13901028	0.00152	187.234259219865
chr3L	20981620	20981795	0.00158	186.117194525194
chr2R	18589881	18590212	0.00165	184.86636520382
chr3R	31881565	31881727	0.00168	184.346461033161
chr2R	18734820	18735009	0.00182	182.036916684762
chr3L	19347140	19347273	0.00197	179.751773099609
chrX	6451952	6452072	0.00205	178.603207498627
chrX	18463058	18463266	0.00205	178.603207498627
chrX	11611593	11611748	0.00265	171.195838499725
chr2L	17988988	17989424	0.00286	168.995382753168
chr3R	11508020	11508268	0.00292	168.396318311136
chr3R	20397618	20397937	0.00297	167.906427072721
chr2R	18981016	18981127	0.00297	167.906427072721
chr3R	18806129	18806313	0.00316	166.117194525194
chr3R	7515651	7515911	0.0032	165.754247590989
chr3R	5936716	5936934	0.00334	164.518723639255
chrX	5727053	5727243	0.00388	160.194552644994
chr3R	29468395	29468537	0.00394	159.751773099609
chr3L	484747	484930	0.00432	157.095059445467
chrX	14491787	14491890	0.00446	156.17481149033
chr2L	7683594	7683906	0.005	152.877123795494
chr3R	7276795	7276893	0.00608	147.234259219865
chrX	2092385	2092557	0.00633	146.071575700169
chr3L	21400946	21401108	0.00646	145.485002394858
chrX	13576125	13576258	0.00748	141.254920290984
chr3R	5816698	5817121	0.00784	139.898612606432
chr3R	15268855	15269081	0.00877	136.664148839842
chr3R	24290429	24290604	0.0102	132.305740751559
chr2L	21594149	21594314	0.0105	131.469337237667
chr3L	9364281	9364374	0.0109	130.39056109545
chr2L	19955107	19955212	0.015	121.177873781071
chr2L	1087595	1088051	0.0251	106.323376511974
chr3R	19598099	19598394	0.0269	104.325000339857
chr2R	9829268	9829465	0.038	94.35713542437
chr3R	20079777	20080672	2.33e-10	639.979019879881
chr3L	9065407	9066199	8.62e-10	602.231861591185
chr2R	9632091	9632686	1.02e-09	597.37567403579
chr3L	900217	901254	8.19e-09	537.2697880424
chr3R	31654148	31654660	1.66e-08	516.884830350534
chr3R	22276204	22276970	2.87e-08	501.087480443959
chr2L	15848077	15848426	7.12e-08	474.870950358144
chr3L	9927100	9927831	1.07e-07	463.117717351702
chr3L	16805796	16806118	1.12e-07	461.799958638573
chr2L	6899320	6899779	4e-07	425.069933284231
chr3L	17653088	17653698	4.5e-07	421.671433255384
chrX	5332374	5332882	5.62e-07	415.258530675307
chr2R	14526100	14526347	6.99e-07	408.964084172217
chr3R	29606018	29606583	8.11e-07	404.67589499538
chrX	14422195	14422615	8.8e-07	402.319862809232
chr2R	23466109	23466648	9.77e-07	399.302762040357
chr3R	14275766	14276431	9.81e-07	399.18487055534
chr2R	9657411	9658543	1.04e-06	397.499700819156
chr3L	267161	267370	1.12e-06	395.361396740826
chr3L	11092851	11092987	1.22e-06	392.89374843072
chr2R	22874941	22875321	1.29e-06	391.283950073513
chrX	4540535	4540705	1.38e-06	389.338006046415
chr3R	14609999	14610237	1.67e-06	383.834409332497
chr2L	949523	950114	2.13e-06	376.814302777461
chrX	2912286	2912691	2.7e-06	369.972183240961
chr2R	22013928	22014553	3.19e-06	365.160242906681
chr2R	22444106	22444481	3.25e-06	364.622577023662
chrX	16456656	16456993	3.27e-06	364.445558672016
chrX	10251024	10251670	3.7e-06	360.880865971652
chr3L	3597729	3598178	5.01e-06	352.135159318074
chr3R	29992934	29993275	5.7e-06	348.412133000936
chr3L	14810965	14811305	6.13e-06	346.313629908162
chr3L	9072663	9072802	6.72e-06	343.662146726403
chrX	17995138	17995403	7.19e-06	341.711535973192
chr2L	6557746	6557962	7.76e-06	339.510238338235
chr2L	9844520	9844947	1.01e-05	331.905703629195
chr2R	5748614	5748851	1.19e-05	327.173578018072
chr3L	22411613	22411935	1.46e-05	321.27344210663
chr3R	22221134	22221704	1.49e-05	320.686562874987
chr3R	19221122	19221572	1.53e-05	319.922176430378
chr3R	9230457	9230654	1.66e-05	317.569144657292
chrX	21188151	21188555	1.81e-05	315.073015542567
chr2L	10718692	10719075	1.9e-05	313.672821117612
chrX	16598778	16598974	2.01e-05	312.048899460652
chr3L	4406484	4406668	2.39e-05	307.052597124616
chr3R	9590903	9591063	2.52e-05	305.524334814232
chr2R	10976691	10977169	2.82e-05	302.278906236255
chr2L	17619476	17619754	3.55e-05	295.63642899639
chr2L	870780	871148	3.58e-05	295.393617738946
chr3L	1464129	1464432	3.61e-05	295.152832746487
chr3L	12526413	12526786	4.04e-05	291.905703629195
chr2L	13835031	13835127	4.06e-05	291.763214940527
chr2L	9698541	9699082	4.28e-05	290.240593556208
chr2L	4262122	4262445	4.43e-05	289.24667551313
chr3R	7823583	7823930	4.7e-05	287.539594352931
chr2L	9228522	9228778	4.91e-05	286.278348997937
chrX	21009134	21009518	5.09e-05	285.239496362717
chr2R	23239933	23240409	5.12e-05	285.069933284231
chr2L	1901313	1901606	5.23e-05	284.456590559292
chr3L	7165324	7165621	5.3e-05	284.072962295219
chrX	337073	337295	5.68e-05	282.074990894137
chr2R	19350074	19350476	5.78e-05	281.571419634217
chr3R	20774234	20774409	6.11e-05	279.969361887856
chr3R	17681201	17681548	6.15e-05	279.781081279699
chr3R	26605597	26605820	6.76e-05	277.052344558587
chr3L	9807441	9808038	6.8e-05	276.882114561477
chr2R	14691934	14692340	7.08e-05	275.717822282571
chr3R	23971836	23972143	7.13e-05	275.514767955353
chr3R	22516724	22516958	7.29e-05	274.874433197692
chr2R	8098643	8098783	7.34e-05	274.677208227366
chr2L	6488614	6488837	7.68e-05	273.370683269808
chrX	13574736	13575135	7.76e-05	273.071676440488
chr3R	26253072	26253336	7.78e-05	272.997406384507
chr2R	19782249	19782739	8.12e-05	271.763214940527
chrX	11356330	11356483	8.21e-05	271.445165048675
chr2L	20121952	20122098	8.23e-05	271.374960875798
chr3R	31252576	31252718	0.000113	262.22779213818
chr2L	18336460	18336716	0.000118	260.978510399247
chr2L	13000187	13000407	0.000119	260.735016120325
chrX	14728367	14728572	0.000131	257.962911355734
chr3L	22196388	22196662	0.000139	256.252549932013
chr2R	25005870	25006456	0.000141	255.840344338508
chr3R	11091027	11091341	0.000152	253.672821117612
chr2L	9150948	9151104	0.000158	252.555756422941
chr2L	14683339	14683848	0.000169	250.61378266084
chr3L	11876973	11877233	0.00017	250.443552663729
chr3R	23943811	23944058	0.00018	248.79430945989
chr2L	9026791	9027231	0.000189	247.386522902062
chr3L	13480627	13480774	0.00019	247.234259219865
chrX	7011078	7011405	0.000197	246.190334997356
chrX	9818387	9818684	0.000212	244.072962295219
chr3R	13563073	13563395	0.000224	242.484272945331
chr3R	26452751	26452943	0.000226	242.22779213818
chr3L	14897804	14898021	0.000232	241.471751483932
chr3R	4619952	4620231	0.000232	241.471751483932
chr2R	12325988	12326151	0.000245	239.898612606432
chr3R	22027690	22027767	0.000253	238.971499892597
chr2R	19142222	19142343	0.000256	238.631371386483
chr3R	8577541	8577704	0.000256	238.631371386483
chr3R	15568115	15568655	0.000257	238.518880402606
chr3R	18965732	18965876	0.000261	238.073251455086
chr3R	19219443	19219677	0.000265	237.634400397472
chrX	6424525	6424795	0.00027	237.095059445467
chr3R	24989176	24989345	0.000293	234.736234298039
chr3L	7464169	7464394	0.000318	232.373712280796
chr2R	18992390	18992572	0.000329	231.392495911779
chr2L	16602503	16602624	0.00034	230.443552663729
chr2L	1029741	1030060	0.000348	229.772501469509
chr3L	12218205	12218436	0.00035	229.607149149837
chrX	18900859	18901013	0.000358	228.955055841198
chr3R	27371038	27371255	0.000364	228.47547858251
chr2R	21011643	21011777	0.000366	228.317374620803
chr2L	17237075	17237315	0.000375	227.616435678819
chr2R	23818866	23819142	0.000379	227.310290623062
chr2R	18095679	18095793	0.000415	224.692020861798
chr2L	16124262	16124579	0.000461	221.658912577897
chr2L	7849758	7849972	0.000502	219.200500307468
chr2L	13457689	13457864	0.000603	213.911087548482
chrX	13535098	13535330	0.00061	213.578062737479
chr2L	10988085	10988211	0.000622	213.015955983871
chr3R	11512065	11512182	0.000623	212.969604326003
chr3L	16780042	16780190	0.000652	211.656808301862
chr3R	25970685	25970835	0.000683	210.316536020682
chrX	6770745	6770874	0.000704	209.442739013738
chr2R	6007443	6007552	0.000717	208.914785212445
chr3R	28347730	28347883	0.00072	208.79430945989
chrX	16508019	16508199	0.000729	208.435871299945
chr3R	31311968	31312052	0.000731	208.356819467435
chr2R	23995693	23996058	0.000752	207.539594352931
chrX	8211661	8211765	0.000779	206.52178102525
chrX	14644390	14644647	0.000794	205.971467443624
chr2L	332559	332742	0.000809	205.431453537884
chr3L	19260375	19260466	0.000815	205.218246404115
chr3R	32017693	32017832	0.00082	205.041769396375
chr2L	8674886	8675169	0.000858	203.734694636493
chr3R	26181911	26182039	0.000868	203.400346737594
chrX	6090806	6090902	0.000875	203.16858725209
chr2L	20518939	20519160	0.000901	202.323705470213
chr2R	17251658	17252005	0.000916	201.847295624545
chr2R	563122	563234	0.000926	201.534003721279
chr3R	30592058	30592201	0.00108	197.095059445467
chrX	12054215	12054310	0.00109	196.829122993198
chr2R	12572581	12572786	0.00114	195.535009205441
chr2L	2537893	2538157	0.00115	195.283008469849
chr3L	17165573	17165659	0.0012	194.054997576566
chr2R	23949546	23949879	0.00128	192.192809488736
chr2L	16552347	16552444	0.00137	190.232167829526
chr3L	16348236	16348342	0.00137	190.232167829526
chr2L	7194079	7194198	0.00141	189.40178244076
chr3L	17618488	17618575	0.00151	187.424714702235
chr3L	2340119	2340311	0.00153	187.045052634883
chr3R	26360029	26360305	0.00154	186.857078674838
chr2L	20002369	20002653	0.00157	186.300394510904
chr2L	3381577	3381726	0.00162	185.395809431044
chr3R	19941562	19941710	0.00167	184.518723639255
chr2L	3444090	3444254	0.00175	183.16858725209
chr3R	15883825	15884045	0.00198	179.605677087144
chr2L	15851126	15851236	0.0021	177.907899135414
chr3R	23546688	23546913	0.0022	176.565615218243
chr3R	31025353	31025493	0.00225	175.917185664396
chr2L	16677416	16677646	0.00225	175.917185664396
chrX	8420042	8420270	0.00236	174.539948501499
chr2R	6122925	6123306	0.00255	172.305740751559
chr3R	13458937	13459103	0.00263	171.41442970289
chr3R	26364338	26364479	0.00266	171.087160778712
chr3R	27254200	27254338	0.00268	170.871025679581
chr2R	17428711	17428825	0.00292	168.396318311136
chr3R	26679186	26679467	0.00308	166.857078674838
chr2R	7813835	7814211	0.00316	166.117194525194
chrX	15848907	15849012	0.00358	162.516493943451
chr3R	6393599	6393804	0.00401	159.243640959638
chr3L	22716812	22717054	0.00426	157.498617084219
chr3R	13617218	13617413	0.00442	156.434758300908
chr2L	19675039	19675202	0.00461	155.220350680149
chrX	18977058	18977198	0.00499	152.934889381991
chrX	6469558	6469740	0.00503	152.704517692626
chr3R	27388489	27388815	0.00511	152.249219869984
chrX	6854536	6854640	0.0053	151.195838499725
chr2R	24024597	24024691	0.00569	149.147112642605
chrX	12366361	12366520	0.00583	148.445768024726
chr3L	21147451	21147840	0.00634	146.026028885948
chr2R	6460419	6460646	0.0067	144.432463781834
chrX	4809162	4809365	0.00739	141.604198405813
chr3R	15772999	15773182	0.0077	140.418516777091
chr2R	8716861	8717203	0.0079	139.678632627447
chr3R	8731092	8731298	0.00825	138.427803306073
chr3L	17336542	17336797	0.00966	133.875221912021
chrX	509493	509693	0.00998	132.934889381991
chr3L	230642	230734	0.0101	132.590017935953
chr3L	21297282	21297420	0.0118	128.101386603752
chr3R	11180022	11180178	0.0133	124.648598880965
chr3R	10468937	10469095	0.0136	124.004990765982
chr2R	23266699	23266866	0.0142	122.759305200895
chr2R	22555265	22555448	0.0142	122.759305200895
chr3R	17870314	17870654	0.0351	96.6477031848978
chrUn_DS483906v1	1770	1938	0.0637	79.451256345863
chr3R	20815773	20815982	0.0762	74.2813038411225
chr3L	22229079	22230090	5.59e-11	681.16721521385
chr2R	15100464	15101160	1.15e-09	593.914379856332
chr3R	20727610	20728415	7.5e-09	539.809245167555
chrX	6504571	6505152	1.22e-08	525.770872226215
chr3L	14706429	14706903	1.96e-08	512.091422095168
chrX	548667	549458	2.04e-08	510.937112138043
chr3L	545470	546255	3.24e-08	497.58861891978
chr2L	16670953	16671327	1.62e-07	451.150057022033
chrX	8538808	8539131	1.75e-07	448.922834843079
chrX	9583643	9583812	2.92e-07	434.150565902125
chr3L	10257938	10258430	4.15e-07	424.007706555039
chr3R	12876043	12876819	1.03e-06	397.778484638314
chr3L	2802143	2802646	1.04e-06	397.499700819156
chr3L	16209502	16210203	1.26e-06	391.96289671198
